Time,Gyro X,Gyro Y,Gyro Z,Accel X,Accel Y,Accel Z
17:17:03:6316,1,0,0,0,0,0
17:17:03:6326,1,0,0,0,0,0
17:17:03:6336,1,0,0,0,0,0
17:17:03:6346,1,0,0,0,0,0
17:17:03:6356,1,0,0,0,0,0
17:17:03:6366,1,0,0,0,0,0
17:17:03:6376,1,0,0,0,0,0
17:17:03:6386,1,0,0,0,0,0
17:17:03:6396,1,0,0,0,0,0
17:17:03:6406,1,0,0,0,0,0
17:17:03:6416,1,0,0,0,0,0
17:17:03:6426,1,0,0,0,0,0
17:17:03:6436,1,0,0,0,0,0
17:17:03:6446,1,0,0,0,0,0
17:17:03:6456,1,0,0,0,0,0
17:17:03:6466,1,0,0,0,0,0
17:17:03:6476,1,0,0,0,0,0
17:17:03:6486,1,0,0,0,0,0
17:17:03:6496,1,0,0,0,0,0
17:17:03:6506,1,0,0,0,0,0
17:17:03:6516,1,0,0,0,0,0
17:17:03:6526,1,0,0,0,0,0
17:17:03:6536,1,0,0,0,0,0
17:17:03:6546,1,0,0,0,0,0
17:17:03:6556,1,0,0,0,0,0
17:17:03:6566,1,0,0,0,0,0
17:17:03:6576,1,0,0,0,0,0
17:17:03:6586,1,0,0,0,0,0
17:17:03:6596,1,0,0,0,0,0
17:17:03:6606,1,0,0,0,0,0
17:17:03:6616,1,0,0,0,0,0
17:17:03:6626,1,0,0,0,0,0
17:17:03:6636,1,0,0,0,0,0
17:17:03:6646,1,0,0,0,0,0
17:17:03:6656,1,0,0,0,0,0
17:17:03:6666,1,0,0,0,0,0
17:17:03:6676,1,0,0,0,0,0
17:17:03:6686,1,0,0,0,0,0
17:17:03:6696,1,0,0,0,0,0
17:17:03:6706,1,0,0,0,0,0
17:17:03:6716,1,0,0,0,0,0
17:17:03:6726,1,0,0,0,0,0
17:17:03:6736,1,0,0,0,0,0
17:17:03:6746,1,0,0,0,0,0
17:17:03:6756,1,0,0,0,0,0
17:17:03:6766,1,0,0,0,0,0
17:17:03:6776,1,0,0,0,0,0
17:17:03:6786,1,0,0,0,0,0
17:17:03:6796,1,0,0,0,0,0
17:17:03:6806,1,0,0,0,0,0
17:17:03:6816,1,0,0,0,0,0
17:17:03:6826,1,0,0,0,0,0
17:17:03:6836,1,0,0,0,0,0
17:17:03:6846,1,0,0,0,0,0
17:17:03:6856,1,0,0,0,0,0
17:17:03:6866,1,0,0,0,0,0
17:17:03:6876,1,0,0,0,0,0
17:17:03:6886,1,0,0,0,0,0
17:17:03:6896,1,0,0,0,0,0
17:17:03:6906,1,0,0,0,0,0
17:17:03:6916,1,0,0,0,0,0
17:17:03:6926,1,0,0,0,0,0
17:17:03:6936,1,0,0,0,0,0
17:17:03:6946,1,0,0,0,0,0
17:17:03:6956,1,0,0,0,0,0
17:17:03:6966,1,0,0,0,0,0
17:17:03:6976,1,0,0,0,0,0
17:17:03:6986,1,0,0,0,0,0
17:17:03:6996,1,0,0,0,0,0
17:17:03:7006,1,0,0,0,0,0
17:17:03:7016,1,0,0,0,0,0
17:17:03:7026,1,0,0,0,0,0
17:17:03:7036,1,0,0,0,0,0
17:17:03:7046,1,0,0,0,0,0
17:17:03:7056,1,0,0,0,0,0
17:17:03:7066,1,0,0,0,0,0
17:17:03:7076,1,0,0,0,0,0
17:17:03:7086,1,0,0,0,0,0
17:17:03:7096,1,0,0,0,0,0
17:17:03:7106,1,0,0,0,0,0
17:17:03:7116,1,0,0,0,0,0
17:17:03:7126,1,0,0,0,0,0
17:17:03:7136,1,0,0,0,0,0
17:17:03:7146,1,0,0,0,0,0
17:17:03:7156,1,0,0,0,0,0
17:17:03:7166,1,0,0,0,0,0
17:17:03:7176,1,0,0,0,0,0
17:17:03:7186,1,0,0,0,0,0
17:17:03:7196,1,0,0,0,0,0
17:17:03:7206,1,0,0,0,0,0
17:17:03:7216,1,0,0,0,0,0
17:17:03:7226,1,0,0,0,0,0
17:17:03:7236,1,0,0,0,0,0
17:17:03:7246,1,0,0,0,0,0
17:17:03:7256,1,0,0,0,0,0
17:17:03:7266,1,0,0,0,0,0
17:17:03:7276,1,0,0,0,0,0
17:17:03:7286,1,0,0,0,0,0
17:17:03:7296,1,0,0,0,0,0
17:17:03:7306,1,0,0,0,0,0
17:17:03:7316,1,0,0,0,0,0
17:17:03:7326,1,0,0,0,0,0
17:17:03:7336,1,0,0,0,0,0
17:17:03:7346,1,0,0,0,0,0
17:17:03:7356,1,0,0,0,0,0
17:17:03:7366,1,0,0,0,0,0
17:17:03:7376,1,0,0,0,0,0
17:17:03:7386,1,0,0,0,0,0
17:17:03:7396,1,0,0,0,0,0
17:17:03:7406,1,0,0,0,0,0
17:17:03:7416,1,0,0,0,0,0
17:17:03:7426,1,0,0,0,0,0
17:17:03:7436,1,0,0,0,0,0
17:17:03:7446,1,0,0,0,0,0
17:17:03:7456,1,0,0,0,0,0
17:17:03:7466,1,0,0,0,0,0
17:17:03:7476,1,0,0,0,0,0
17:17:03:7486,1,0,0,0,0,0
17:17:03:7496,1,0,0,0,0,0
17:17:03:7506,1,0,0,0,0,0
17:17:03:7516,1,0,0,0,0,0
17:17:03:7526,1,0,0,0,0,0
17:17:03:7536,1,0,0,0,0,0
17:17:03:7546,1,0,0,0,0,0
17:17:03:7556,1,0,0,0,0,0
17:17:03:7566,1,0,0,0,0,0
17:17:03:7576,1,0,0,0,0,0
17:17:03:7586,1,0,0,0,0,0
17:17:03:7596,1,0,0,0,0,0
17:17:03:7606,1,0,0,0,0,0
17:17:03:7616,1,0,0,0,0,0
17:17:03:7626,1,0,0,0,0,0
17:17:03:7636,1,0,0,0,0,0
17:17:03:7646,1,0,0,0,0,0
17:17:03:7656,1,0,0,0,0,0
17:17:03:7666,1,0,0,0,0,0
17:17:03:7676,1,0,0,0,0,0
17:17:03:7686,1,0,0,0,0,0
17:17:03:7696,1,0,0,0,0,0
17:17:03:7706,1,0,0,0,0,0
17:17:03:7716,1,0,0,0,0,0
17:17:03:7726,1,0,0,0,0,0
17:17:03:7736,1,0,0,0,0,0
17:17:03:7746,1,0,0,0,0,0
17:17:03:7756,1,0,0,0,0,0
17:17:03:7766,1,0,0,0,0,0
17:17:03:7776,1,0,0,0,0,0
17:17:03:7786,1,0,0,0,0,0
17:17:03:7796,1,0,0,0,0,0
17:17:03:7806,1,0,0,0,0,0
17:17:03:7816,1,0,0,0,0,0
17:17:03:7826,1,0,0,0,0,0
17:17:03:7836,1,0,0,0,0,0
17:17:03:7846,1,0,0,0,0,0
17:17:03:7856,1,0,0,0,0,0
17:17:03:7866,1,0,0,0,0,0
17:17:03:7876,1,0,0,0,0,0
17:17:03:7886,1,0,0,0,0,0
17:17:03:7896,1,0,0,0,0,0
17:17:03:7906,1,0,0,0,0,0
17:17:03:7916,1,0,0,0,0,0
17:17:03:7926,1,0,0,0,0,0
17:17:03:7936,1,0,0,0,0,0
17:17:03:7946,1,0,0,0,0,0
17:17:03:7956,1,0,0,0,0,0
17:17:03:7966,1,0,0,0,0,0
17:17:03:7976,1,0,0,0,0,0
17:17:03:7986,1,0,0,0,0,0
17:17:03:7996,1,0,0,0,0,0
17:17:03:8006,1,0,0,0,0,0
17:17:03:8016,1,0,0,0,0,0
17:17:03:8026,1,0,0,0,0,0
17:17:03:8036,1,0,0,0,0,0
17:17:03:8046,1,0,0,0,0,0
17:17:03:8056,1,0,0,0,0,0
17:17:03:8066,1,0,0,0,0,0
17:17:03:8076,1,0,0,0,0,0
17:17:03:8086,1,0,0,0,0,0
17:17:03:8096,1,0,0,0,0,0
17:17:03:8106,1,0,0,0,0,0
17:17:03:8116,1,0,0,0,0,0
17:17:03:8126,1,0,0,0,0,0
17:17:03:8136,1,0,0,0,0,0
17:17:03:8146,1,0,0,0,0,0
17:17:03:8156,1,0,0,0,0,0
17:17:03:8166,1,0,0,0,0,0
17:17:03:8176,1,0,0,0,0,0
17:17:03:8186,1,0,0,0,0,0
17:17:03:8196,1,0,0,0,0,0
17:17:03:8206,1,0,0,0,0,0
17:17:03:8216,1,0,0,0,0,0
17:17:03:8226,1,0,0,0,0,0
17:17:03:8236,1,0,0,0,0,0
17:17:03:8246,1,0,0,0,0,0
17:17:03:8256,1,0,0,0,0,0
17:17:03:8266,1,0,0,0,0,0
17:17:03:8276,1,0,0,0,0,0
17:17:03:8286,1,0,0,0,0,0
17:17:03:8296,1,0,0,0,0,0
17:17:03:8306,1,0,0,0,0,0
17:17:03:8316,1,0,0,0,0,0
17:17:03:8326,1,0,0,0,0,0
17:17:03:8336,1,0,0,0,0,0
17:17:03:8346,1,0,0,0,0,0
17:17:03:8356,1,0,0,0,0,0
17:17:03:8366,1,0,0,0,0,0
17:17:03:8376,1,0,0,0,0,0
17:17:03:8386,1,0,0,0,0,0
17:17:03:8396,1,0,0,0,0,0
17:17:03:8406,1,0,0,0,0,0
17:17:03:8416,1,0,0,0,0,0
17:17:03:8426,1,0,0,0,0,0
17:17:03:8436,1,0,0,0,0,0
17:17:03:8446,1,0,0,0,0,0
17:17:03:8456,1,0,0,0,0,0
17:17:03:8466,1,0,0,0,0,0
17:17:03:8476,1,0,0,0,0,0
17:17:03:8486,1,0,0,0,0,0
17:17:03:8496,1,0,0,0,0,0
17:17:03:8506,1,0,0,0,0,0
17:17:03:8516,1,0,0,0,0,0
17:17:03:8526,1,0,0,0,0,0
17:17:03:8536,1,0,0,0,0,0
17:17:03:8546,1,0,0,0,0,0
17:17:03:8556,1,0,0,0,0,0
17:17:03:8566,1,0,0,0,0,0
17:17:03:8576,1,0,0,0,0,0
17:17:03:8586,1,0,0,0,0,0
17:17:03:8596,1,0,0,0,0,0
17:17:03:8606,1,0,0,0,0,0
17:17:03:8616,1,0,0,0,0,0
17:17:03:8626,1,0,0,0,0,0
17:17:03:8636,1,0,0,0,0,0
17:17:03:8646,1,0,0,0,0,0
17:17:03:8656,1,0,0,0,0,0
17:17:03:8666,1,0,0,0,0,0
17:17:03:8676,1,0,0,0,0,0
17:17:03:8686,1,0,0,0,0,0
17:17:03:8696,1,0,0,0,0,0
17:17:03:8706,1,0,0,0,0,0
17:17:03:8716,1,0,0,0,0,0
17:17:03:8726,1,0,0,0,0,0
17:17:03:8736,1,0,0,0,0,0
17:17:03:8746,1,0,0,0,0,0
17:17:03:8756,1,0,0,0,0,0
17:17:03:8766,1,0,0,0,0,0
17:17:03:8776,1,0,0,0,0,0
17:17:03:8786,1,0,0,0,0,0
17:17:03:8796,1,0,0,0,0,0
17:17:03:8806,1,0,0,0,0,0
17:17:03:8816,1,0,0,0,0,0
17:17:03:8826,1,0,0,0,0,0
17:17:03:8836,1,0,0,0,0,0
17:17:03:8846,1,0,0,0,0,0
17:17:03:8856,1,0,0,0,0,0
17:17:03:8866,1,0,0,0,0,0
17:17:03:8876,1,0,0,0,0,0
17:17:03:8886,1,0,0,0,0,0
17:17:03:8896,1,0,0,0,0,0
17:17:03:8906,1,0,0,0,0,0
17:17:03:8916,1,0,0,0,0,0
17:17:03:8926,1,0,0,0,0,0
17:17:03:8936,1,0,0,0,0,0
17:17:03:8946,1,0,0,0,0,0
17:17:03:8956,1,0,0,0,0,0
17:17:03:8966,1,0,0,0,0,0
17:17:03:8976,1,0,0,0,0,0
17:17:03:8986,1,0,0,0,0,0
17:17:03:8996,1,0,0,0,0,0
17:17:03:9006,1,0,0,0,0,0
17:17:03:9016,1,0,0,0,0,0
17:17:03:9026,1,0,0,0,0,0
17:17:03:9036,1,0,0,0,0,0
17:17:03:9046,1,0,0,0,0,0
17:17:03:9056,1,0,0,0,0,0
17:17:03:9066,1,0,0,0,0,0
17:17:03:9076,1,0,0,0,0,0
17:17:03:9086,1,0,0,0,0,0
17:17:03:9096,1,0,0,0,0,0
17:17:03:9106,1,0,0,0,0,0
17:17:03:9116,1,0,0,0,0,0
17:17:03:9126,1,0,0,0,0,0
17:17:03:9136,1,0,0,0,0,0
17:17:03:9146,1,0,0,0,0,0
17:17:03:9156,1,0,0,0,0,0
17:17:03:9166,1,0,0,0,0,0
17:17:03:9176,1,0,0,0,0,0
17:17:03:9186,1,0,0,0,0,0
17:17:03:9196,1,0,0,0,0,0
17:17:03:9206,1,0,0,0,0,0
17:17:03:9216,1,0,0,0,0,0
17:17:03:9226,1,0,0,0,0,0
17:17:03:9236,1,0,0,0,0,0
17:17:03:9246,1,0,0,0,0,0
17:17:03:9256,1,0,0,0,0,0
17:17:03:9266,1,0,0,0,0,0
17:17:03:9276,1,0,0,0,0,0
17:17:03:9286,1,0,0,0,0,0
17:17:03:9296,1,0,0,0,0,0
17:17:03:9306,1,0,0,0,0,0
17:17:03:9316,1,0,0,0,0,0
17:17:03:9326,1,0,0,0,0,0
17:17:03:9336,1,0,0,0,0,0
17:17:03:9346,1,0,0,0,0,0
17:17:03:9356,1,0,0,0,0,0
17:17:03:9366,1,0,0,0,0,0
17:17:03:9376,1,0,0,0,0,0
17:17:03:9386,1,0,0,0,0,0
17:17:03:9396,1,0,0,0,0,0
17:17:03:9406,1,0,0,0,0,0
17:17:03:9416,1,0,0,0,0,0
17:17:03:9426,1,0,0,0,0,0
17:17:03:9436,1,0,0,0,0,0
17:17:03:9446,1,0,0,0,0,0
17:17:03:9456,1,0,0,0,0,0
17:17:03:9466,1,0,0,0,0,0
17:17:03:9476,1,0,0,0,0,0
17:17:03:9486,1,0,0,0,0,0
17:17:03:9496,1,0,0,0,0,0
17:17:03:9506,1,0,0,0,0,0
17:17:03:9516,1,0,0,0,0,0
17:17:03:9526,1,0,0,0,0,0
17:17:03:9536,1,0,0,0,0,0
17:17:03:9546,1,0,0,0,0,0
17:17:03:9556,1,0,0,0,0,0
17:17:03:9566,1,0,0,0,0,0
17:17:03:9576,1,0,0,0,0,0
17:17:03:9586,1,0,0,0,0,0
17:17:03:9596,1,0,0,0,0,0
17:17:03:9606,1,0,0,0,0,0
17:17:03:9616,1,0,0,0,0,0
17:17:03:9626,1,0,0,0,0,0
17:17:03:9636,1,0,0,0,0,0
17:17:03:9646,1,0,0,0,0,0
17:17:03:9656,1,0,0,0,0,0
17:17:03:9666,1,0,0,0,0,0
17:17:03:9676,1,0,0,0,0,0
17:17:03:9686,1,0,0,0,0,0
17:17:03:9696,1,0,0,0,0,0
17:17:03:9706,1,0,0,0,0,0
17:17:03:9716,1,0,0,0,0,0
17:17:03:9726,1,0,0,0,0,0
17:17:03:9736,1,0,0,0,0,0
17:17:03:9746,1,0,0,0,0,0
17:17:03:9756,1,0,0,0,0,0
17:17:03:9766,1,0,0,0,0,0
17:17:03:9776,1,0,0,0,0,0
17:17:03:9786,1,0,0,0,0,0
17:17:03:9796,1,0,0,0,0,0
17:17:03:9806,1,0,0,0,0,0
17:17:03:9816,1,0,0,0,0,0
17:17:03:9826,1,0,0,0,0,0
17:17:03:9836,1,0,0,0,0,0
17:17:03:9846,1,0,0,0,0,0
17:17:03:9856,1,0,0,0,0,0
17:17:03:9866,1,0,0,0,0,0
17:17:03:9876,1,0,0,0,0,0
17:17:03:9886,1,0,0,0,0,0
17:17:03:9896,1,0,0,0,0,0
17:17:03:9906,1,0,0,0,0,0
17:17:03:9916,1,0,0,0,0,0
17:17:03:9926,1,0,0,0,0,0
17:17:03:9936,1,0,0,0,0,0
17:17:03:9946,1,0,0,0,0,0
17:17:03:9956,1,0,0,0,0,0
17:17:03:9966,1,0,0,0,0,0
17:17:03:9976,1,0,0,0,0,0
17:17:03:9986,1,0,0,0,0,0
17:17:03:9996,1,0,0,0,0,0
17:17:04:0006,1,0,0,0,0,0
17:17:04:0016,1,0,0,0,0,0
17:17:04:0026,1,0,0,0,0,0
17:17:04:0036,1,0,0,0,0,0
17:17:04:0046,1,0,0,0,0,0
17:17:04:0056,1,0,0,0,0,0
17:17:04:0066,1,0,0,0,0,0
17:17:04:0076,1,0,0,0,0,0
17:17:04:0086,1,0,0,0,0,0
17:17:04:0096,1,0,0,0,0,0
17:17:04:0106,1,0,0,0,0,0
17:17:04:0116,1,0,0,0,0,0
17:17:04:0126,1,0,0,0,0,0
17:17:04:0136,1,0,0,0,0,0
17:17:04:0146,1,0,0,0,0,0
17:17:04:0156,1,0,0,0,0,0
17:17:04:0166,1,0,0,0,0,0
17:17:04:0176,1,0,0,0,0,0
17:17:04:0186,1,0,0,0,0,0
17:17:04:0196,1,0,0,0,0,0
17:17:04:0206,1,0,0,0,0,0
17:17:04:0216,1,0,0,0,0,0
17:17:04:0226,1,0,0,0,0,0
17:17:04:0236,1,0,0,0,0,0
17:17:04:0246,1,0,0,0,0,0
17:17:04:0256,1,0,0,0,0,0
17:17:04:0266,1,0,0,0,0,0
17:17:04:0276,1,0,0,0,0,0
17:17:04:0286,1,0,0,0,0,0
17:17:04:0296,1,0,0,0,0,0
17:17:04:0306,1,0,0,0,0,0
17:17:04:0316,1,0,0,0,0,0
17:17:04:0326,1,0,0,0,0,0
17:17:04:0336,1,0,0,0,0,0
17:17:04:0346,1,0,0,0,0,0
17:17:04:0356,1,0,0,0,0,0
17:17:04:0366,1,0,0,0,0,0
17:17:04:0376,1,0,0,0,0,0
17:17:04:0386,1,0,0,0,0,0
17:17:04:0396,1,0,0,0,0,0
17:17:04:0406,1,0,0,0,0,0
17:17:04:0416,1,0,0,0,0,0
17:17:04:0426,1,0,0,0,0,0
17:17:04:0436,1,0,0,0,0,0
17:17:04:0446,1,0,0,0,0,0
17:17:04:0456,1,0,0,0,0,0
17:17:04:0466,1,0,0,0,0,0
17:17:04:0476,1,0,0,0,0,0
17:17:04:0486,1,0,0,0,0,0
17:17:04:0496,1,0,0,0,0,0
17:17:04:0506,1,0,0,0,0,0
17:17:04:0516,1,0,0,0,0,0
17:17:04:0526,1,0,0,0,0,0
17:17:04:0536,1,0,0,0,0,0
17:17:04:0546,1,0,0,0,0,0
17:17:04:0556,1,0,0,0,0,0
17:17:04:0566,1,0,0,0,0,0
17:17:04:0576,1,0,0,0,0,0
17:17:04:0586,1,0,0,0,0,0
17:17:04:0596,1,0,0,0,0,0
17:17:04:0606,1,0,0,0,0,0
17:17:04:0616,1,0,0,0,0,0
17:17:04:0626,1,0,0,0,0,0
17:17:04:0636,1,0,0,0,0,0
17:17:04:0646,1,0,0,0,0,0
17:17:04:0656,1,0,0,0,0,0
17:17:04:0666,1,0,0,0,0,0
17:17:04:0676,1,0,0,0,0,0
17:17:04:0686,1,0,0,0,0,0
17:17:04:0696,1,0,0,0,0,0
17:17:04:0706,1,0,0,0,0,0
17:17:04:0716,1,0,0,0,0,0
17:17:04:0726,1,0,0,0,0,0
17:17:04:0736,1,0,0,0,0,0
17:17:04:0746,1,0,0,0,0,0
17:17:04:0756,1,0,0,0,0,0
17:17:04:0766,1,0,0,0,0,0
17:17:04:0776,1,0,0,0,0,0
17:17:04:0786,1,0,0,0,0,0
17:17:04:0796,1,0,0,0,0,0
17:17:04:0806,1,0,0,0,0,0
17:17:04:0816,1,0,0,0,0,0
17:17:04:0826,1,0,0,0,0,0
17:17:04:0836,1,0,0,0,0,0
17:17:04:0846,1,0,0,0,0,0
17:17:04:0856,1,0,0,0,0,0
17:17:04:0866,1,0,0,0,0,0
17:17:04:0876,1,0,0,0,0,0
17:17:04:0886,1,0,0,0,0,0
17:17:04:0896,1,0,0,0,0,0
17:17:04:0906,1,0,0,0,0,0
17:17:04:0916,1,0,0,0,0,0
17:17:04:0926,1,0,0,0,0,0
17:17:04:0936,1,0,0,0,0,0
17:17:04:0946,1,0,0,0,0,0
17:17:04:0956,1,0,0,0,0,0
17:17:04:0966,1,0,0,0,0,0
17:17:04:0976,1,0,0,0,0,0
17:17:04:0986,1,0,0,0,0,0
17:17:04:0996,1,0,0,0,0,0
17:17:04:1006,1,0,0,0,0,0
17:17:04:1016,1,0,0,0,0,0
17:17:04:1026,1,0,0,0,0,0
17:17:04:1036,1,0,0,0,0,0
17:17:04:1046,1,0,0,0,0,0
17:17:04:1056,1,0,0,0,0,0
17:17:04:1066,1,0,0,0,0,0
17:17:04:1076,1,0,0,0,0,0
17:17:04:1086,1,0,0,0,0,0
17:17:04:1096,1,0,0,0,0,0
17:17:04:1106,1,0,0,0,0,0
17:17:04:1116,1,0,0,0,0,0
17:17:04:1126,1,0,0,0,0,0
17:17:04:1136,1,0,0,0,0,0
17:17:04:1146,1,0,0,0,0,0
17:17:04:1156,1,0,0,0,0,0
17:17:04:1166,1,0,0,0,0,0
17:17:04:1176,1,0,0,0,0,0
17:17:04:1186,1,0,0,0,0,0
17:17:04:1196,1,0,0,0,0,0
17:17:04:1206,1,0,0,0,0,0
17:17:04:1216,1,0,0,0,0,0
17:17:04:1226,1,0,0,0,0,0
17:17:04:1236,1,0,0,0,0,0
17:17:04:1246,1,0,0,0,0,0
17:17:04:1256,1,0,0,0,0,0
17:17:04:1266,1,0,0,0,0,0
17:17:04:1276,1,0,0,0,0,0
17:17:04:1286,1,0,0,0,0,0
17:17:04:1296,1,0,0,0,0,0
17:17:04:1306,1,0,0,0,0,0
17:17:04:1316,1,0,0,0,0,0
17:17:04:1326,1,0,0,0,0,0
17:17:04:1336,1,0,0,0,0,0
17:17:04:1346,1,0,0,0,0,0
17:17:04:1356,1,0,0,0,0,0
17:17:04:1366,1,0,0,0,0,0
17:17:04:1376,1,0,0,0,0,0
17:17:04:1386,1,0,0,0,0,0
17:17:04:1396,1,0,0,0,0,0
17:17:04:1406,1,0,0,0,0,0
17:17:04:1416,1,0,0,0,0,0
17:17:04:1426,1,0,0,0,0,0
17:17:04:1436,1,0,0,0,0,0
17:17:04:1446,1,0,0,0,0,0
17:17:04:1456,1,0,0,0,0,0
17:17:04:1466,1,0,0,0,0,0
17:17:04:1476,1,0,0,0,0,0
17:17:04:1486,1,0,0,0,0,0
17:17:04:1496,1,0,0,0,0,0
17:17:04:1506,1,0,0,0,0,0
17:17:04:1516,1,0,0,0,0,0
17:17:04:1526,1,0,0,0,0,0
17:17:04:1536,1,0,0,0,0,0
17:17:04:1546,1,0,0,0,0,0
17:17:04:1556,1,0,0,0,0,0
17:17:04:1566,1,0,0,0,0,0
17:17:04:1576,1,0,0,0,0,0
17:17:04:1586,1,0,0,0,0,0
17:17:04:1596,1,0,0,0,0,0
17:17:04:1606,1,0,0,0,0,0
17:17:04:1616,1,0,0,0,0,0
17:17:04:1626,1,0,0,0,0,0
17:17:04:1636,1,0,0,0,0,0
17:17:04:1646,1,0,0,0,0,0
17:17:04:1656,1,0,0,0,0,0
17:17:04:1666,1,0,0,0,0,0
17:17:04:1676,1,0,0,0,0,0
17:17:04:1686,1,0,0,0,0,0
17:17:04:1696,1,0,0,0,0,0
17:17:04:1706,1,0,0,0,0,0
17:17:04:1716,1,0,0,0,0,0
17:17:04:1726,1,0,0,0,0,0
17:17:04:1736,1,0,0,0,0,0
17:17:04:1746,1,0,0,0,0,0
17:17:04:1756,1,0,0,0,0,0
17:17:04:1766,1,0,0,0,0,0
17:17:04:1776,1,0,0,0,0,0
17:17:04:1786,1,0,0,0,0,0
17:17:04:1796,1,0,0,0,0,0
17:17:04:1806,1,0,0,0,0,0
17:17:04:1816,1,0,0,0,0,0
17:17:04:1826,1,0,0,0,0,0
17:17:04:1836,1,0,0,0,0,0
17:17:04:1846,1,0,0,0,0,0
17:17:04:1856,1,0,0,0,0,0
17:17:04:1866,1,0,0,0,0,0
17:17:04:1876,1,0,0,0,0,0
17:17:04:1886,1,0,0,0,0,0
17:17:04:1896,1,0,0,0,0,0
17:17:04:1906,1,0,0,0,0,0
17:17:04:1916,1,0,0,0,0,0
17:17:04:1926,1,0,0,0,0,0
17:17:04:1936,1,0,0,0,0,0
17:17:04:1946,1,0,0,0,0,0
17:17:04:1956,1,0,0,0,0,0
17:17:04:1966,1,0,0,0,0,0
17:17:04:1976,1,0,0,0,0,0
17:17:04:1986,1,0,0,0,0,0
17:17:04:1996,1,0,0,0,0,0
17:17:04:2006,1,0,0,0,0,0
17:17:04:2016,1,0,0,0,0,0
17:17:04:2026,1,0,0,0,0,0
17:17:04:2036,1,0,0,0,0,0
17:17:04:2046,1,0,0,0,0,0
17:17:04:2056,1,0,0,0,0,0
17:17:04:2066,1,0,0,0,0,0
17:17:04:2076,1,0,0,0,0,0
17:17:04:2086,1,0,0,0,0,0
17:17:04:2096,1,0,0,0,0,0
17:17:04:2106,1,0,0,0,0,0
17:17:04:2116,1,0,0,0,0,0
17:17:04:2126,1,0,0,0,0,0
17:17:04:2136,1,0,0,0,0,0
17:17:04:2146,1,0,0,0,0,0
17:17:04:2156,1,0,0,0,0,0
17:17:04:2166,1,0,0,0,0,0
17:17:04:2176,1,0,0,0,0,0
17:17:04:2186,1,0,0,0,0,0
17:17:04:2196,1,0,0,0,0,0
17:17:04:2206,1,0,0,0,0,0
17:17:04:2216,1,0,0,0,0,0
17:17:04:2226,1,0,0,0,0,0
17:17:04:2236,1,0,0,0,0,0
17:17:04:2246,1,0,0,0,0,0
17:17:04:2256,1,0,0,0,0,0
17:17:04:2266,1,0,0,0,0,0
17:17:04:2276,1,0,0,0,0,0
17:17:04:2286,1,0,0,0,0,0
17:17:04:2296,1,0,0,0,0,0
17:17:04:2306,1,0,0,0,0,0
17:17:04:2316,1,0,0,0,0,0
17:17:04:2326,1,0,0,0,0,0
17:17:04:2336,1,0,0,0,0,0
17:17:04:2346,1,0,0,0,0,0
17:17:04:2356,1,0,0,0,0,0
17:17:04:2366,1,0,0,0,0,0
17:17:04:2376,1,0,0,0,0,0
17:17:04:2386,1,0,0,0,0,0
17:17:04:2396,1,0,0,0,0,0
17:17:04:2406,1,0,0,0,0,0
17:17:04:2416,1,0,0,0,0,0
17:17:04:2426,1,0,0,0,0,0
17:17:04:2436,1,0,0,0,0,0
17:17:04:2446,1,0,0,0,0,0
17:17:04:2456,1,0,0,0,0,0
17:17:04:2466,1,0,0,0,0,0
17:17:04:2476,1,0,0,0,0,0
17:17:04:2486,1,0,0,0,0,0
17:17:04:2496,1,0,0,0,0,0
17:17:04:2506,1,0,0,0,0,0
17:17:04:2516,1,0,0,0,0,0
17:17:04:2526,1,0,0,0,0,0
17:17:04:2536,1,0,0,0,0,0
17:17:04:2546,1,0,0,0,0,0
17:17:04:2556,1,0,0,0,0,0
17:17:04:2566,1,0,0,0,0,0
17:17:04:2576,1,0,0,0,0,0
17:17:04:2586,1,0,0,0,0,0
17:17:04:2596,1,0,0,0,0,0
17:17:04:2606,1,0,0,0,0,0
17:17:04:2616,1,0,0,0,0,0
17:17:04:2626,1,0,0,0,0,0
17:17:04:2636,1,0,0,0,0,0
17:17:04:2646,1,0,0,0,0,0
17:17:04:2656,1,0,0,0,0,0
17:17:04:2666,1,0,0,0,0,0
17:17:04:2676,1,0,0,0,0,0
17:17:04:2686,1,0,0,0,0,0
17:17:04:2696,1,0,0,0,0,0
17:17:04:2706,1,0,0,0,0,0
17:17:04:2716,1,0,0,0,0,0
17:17:04:2726,1,0,0,0,0,0
17:17:04:2736,1,0,0,0,0,0
17:17:04:2746,1,0,0,0,0,0
17:17:04:2756,1,0,0,0,0,0
17:17:04:2766,1,0,0,0,0,0
17:17:04:2776,1,0,0,0,0,0
17:17:04:2786,1,0,0,0,0,0
17:17:04:2796,1,0,0,0,0,0
17:17:04:2806,1,0,0,0,0,0
17:17:04:2816,1,0,0,0,0,0
17:17:04:2826,1,0,0,0,0,0
17:17:04:2836,1,0,0,0,0,0
17:17:04:2846,1,0,0,0,0,0
17:17:04:2856,1,0,0,0,0,0
17:17:04:2866,1,0,0,0,0,0
17:17:04:2876,1,0,0,0,0,0
17:17:04:2886,1,0,0,0,0,0
17:17:04:2896,1,0,0,0,0,0
17:17:04:2906,1,0,0,0,0,0
17:17:04:2916,1,0,0,0,0,0
17:17:04:2926,1,0,0,0,0,0
17:17:04:2936,1,0,0,0,0,0
17:17:04:2946,1,0,0,0,0,0
